Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
,Forest Park & Highland Administrator,08/22/2022 08:00:00 PM,Queens,,Forest Park,Movies Under The Stars: Rocky III,,Mobile Unit,M.U.T.S,40,
,,08/22/2022 08:00:00 PM,Queens,,Cunningham Park,Movies Under The Stars: Driving Miss Daisy,,Mobile Unit,M.U.T.S,60,
,Ingrid Tafe,08/23/2022 12:39:00 PM,Bronx,,Williamsbridge Oval Park,Active Reader,,--None--,--None--,15,
,,08/23/2022 08:00:00 PM,Brooklyn,,Bushwick Inlet Park,Movies Under the Stars: Dear Evan Hansen,,Mobile Unit,M.U.T.S,89,
,CM Salamanca,08/24/2022 09:15:00 AM,Bronx,,Melrose Playground,Movies Under the Stars: Fatherhood,,Mobile Unit,M.U.T.S,50,
,Ingrid Tafe,08/24/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,Fitness,Various Sports,8,
,Brigitte Lozada,08/24/2022 03:30:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Aqua adventures,,Arts/Culture,Lecture/Panel/Talk,60,
,,08/24/2022 06:00:00 PM,Manhattan,,Sara D. Roosevelt Park,Play Mobile: Sara D Roosevedlt Park,,Mobile Unit,Play,30,
,,08/24/2022 08:00:00 PM,Brooklyn,,Amersfort Park,Movies Under the Stars: Space Jam: A New Legacy,,Mobile Unit,M.U.T.S,64,
,,08/24/2022 08:00:00 PM,Queens,,Russell Sage Playground,Movies Under The Stars: Driving Miss Daisy,,Mobile Unit,M.U.T.S,60,
,,08/24/2022 08:30:00 PM,Manhattan,,Gutenberg Playground,Movies Under the Stars: The Wizard of Oz,,Mobile Unit,M.U.T.S,149,
,,08/25/2022 06:00:00 PM,Manhattan,,Fred Samuel Playground,Play Mobile: Fred Samuel Playground,,Mobile Unit,Play,15,
,,08/25/2022 08:00:00 PM,Brooklyn,,Cadman Plaza Park,Movies Under the Stars: Grease,,Mobile Unit,M.U.T.S,179,
,,08/25/2022 08:00:00 PM,Manhattan,,Hansborough Recreation Center,Movies Under the Stars: Amandla! A Revolution in Four Part Harmony,,Mobile Unit,M.U.T.S,64,
,,08/25/2022 08:00:00 PM,Brooklyn,,Herbert Von King Park,Movies Under the Stars: Drumline,,Mobile Unit,M.U.T.S,350,
,,08/25/2022 08:30:00 PM,Manhattan,,James Weldon Johnson Playground,"Movies Under the Stars: Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,Mobile Unit,M.U.T.S,40,
,,08/25/2022 08:30:00 PM,Staten Island,,Austin J. McDonald Playground,Movies Under the Stars: 9,,Mobile Unit,M.U.T.S,36,
,Pelham Bay/Orchard Beach Administration,08/26/2022 09:17:00 AM,Bronx,,Pelham Bay Park,Movies Under the Stars: Shang Chi and the Legend of the Ten Rings,,Mobile Unit,M.U.T.S,500,
,Ana Torres,08/26/2022 02:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Annual Family Day,,Family Festival,Music,"1,000",
,Ingrid Tafe,08/26/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Park,Track and Field,,--None--,--None--,10,
,,08/26/2022 06:00:00 PM,Manhattan,,St. Vartans Park,Play Mobile: St Vartans Park,,Mobile Unit,Play,60,
,NEQ Administrator,08/26/2022 07:30:00 PM,Queens,,Alley Pond Park,Movies Under The Stars: Encanto,,Mobile Unit,M.U.T.S,80,
,,08/26/2022 08:00:00 PM,Brooklyn,,Commodore Barry Park,Movies Under the Stars: TIDE Film Festival,,Mobile Unit,M.U.T.S,0,
,,08/26/2022 08:30:00 PM,Staten Island,,Midland Field,Movies Under the Stars: Venom,,Mobile Unit,M.U.T.S,57,
,,08/26/2022 08:30:00 PM,Manhattan,,Hamilton Fish Park,Movies Under The Stars: Space Jam: A New Legacy,,Mobile Unit,M.U.T.S,50,
,,08/27/2022 09:19:00 AM,Bronx,,Ferry Point Park,Movies Under the Stars: Respect,,Mobile Unit,M.U.T.S,30,
,,08/27/2022 11:00:00 AM,Bronx,,Kwame Ture Recreation Center,Bronx Soccer Tournament,,Sport,Soccer,85,
,Ana Torres,08/27/2022 12:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Saturday Art,,Arts/Culture,Lecture/Panel/Talk,2,
,,08/27/2022 06:00:00 PM,Manhattan,,Arsenal Central Park,Play Mobile: Hope for Harlem,,Mobile Unit,Play,60,
,Friends of Noonan,08/27/2022 07:30:00 PM,Queens,,L/CPL Thomas P. Noonan Jr. Playground,Movies Under The Stars: Encanto,,Mobile Unit,M.U.T.S,90,
,,08/27/2022 08:00:00 PM,Brooklyn,,Sunset Park,Movies Under the Stars: Everything Everywhere all at Once,,Mobile Unit,M.U.T.S,438,
,,08/27/2022 08:30:00 PM,Manhattan,,Carmansville Playground,Movies Under the Stars: Uncharted,,Mobile Unit,M.U.T.S,80,
,,08/27/2022 08:30:00 PM,Staten Island,,Bloomingdale Park,Movies Under the Stars: Croods,,Mobile Unit,M.U.T.S,87,
,NYPD 106th Precinct,08/28/2022 07:30:00 PM,Queens,,Tudor Park,Movies Under The Stars: The Bad Guys,,Mobile Unit,M.U.T.S,45,
,,08/28/2022 08:00:00 PM,Brooklyn,,Herbert Von King Park,Movies Under the Stars: Afro Samurai,,Mobile Unit,M.U.T.S,386,
,Forest Park & Highland Administrator,08/29/2022 07:30:00 PM,Queens,,Highland Park,Movies Under The Stars: Space Jam: A New Legacy,,Mobile Unit,M.U.T.S,100,
,,08/29/2022 08:00:00 PM,Queens,,Cunningham Park,Movies Under The Stars: Encanto,,Mobile Unit,M.U.T.S,,
,CM Velazquez,08/30/2022 09:20:00 AM,Bronx,,Ambrosini Field,Movies Under the Stars: Spider-Man: No Way Home,,Mobile Unit,M.U.T.S,45,
,Ingrid Tafe,08/30/2022 10:00:00 AM,Bronx,,Williamsbridge Oval Park,Active Reader,,--None--,--None--,12,
,,08/30/2022 04:02:00 PM,Bronx,,Westerleigh Park,Movies Under the Stars: Vivo,,Mobile Unit,M.U.T.S,40,
,Assembly Member Burgos,08/31/2022 09:22:00 AM,Bronx,,Bill Rainey Park,Movies Under the Stars: Sing 2,,Mobile Unit,M.U.T.S,100,
,Ingrid Tafe,08/31/2022 10:00:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,Fitness,Various Sports,9,
,,08/31/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Transformation art,,Arts/Culture,Lecture/Panel/Talk,10,
,,08/31/2022 06:00:00 PM,Manhattan,,Tompkins Square Park,Play Mobile: Tompkins Square Park,,Mobile Unit,Play,33,
,,08/31/2022 08:00:00 PM,Brooklyn,,Carroll Park,Movies Under the Stars: Matilda,,Mobile Unit,M.U.T.S,85,
,,08/31/2022 08:30:00 PM,Manhattan,,Carl Schurz Park,Movies Under The Stars: Encanto,,Mobile Unit,M.U.T.S,400,
,Bronx Recreation,09/01/2022 11:30:00 AM,Bronx,,Bronx Borough Office - Ranaqua,Zumba with GiGi,,Fitness,Dance,8,
,CM Salamanca,09/01/2022 11:37:00 AM,Bronx,,Soundview Park,Movies Under the Stars: Sonic 2,,Mobile Unit,M.U.T.S,120,
,,09/01/2022 12:55:00 PM,Manhattan,,Frederick Douglass Playground,Movies Under the Stars: PAW Patrol: The Movie,,Mobile Unit,M.U.T.S,45,
,Bronx Recreation,09/01/2022 02:00:00 PM,Bronx,,Bronx Park,Playmobile Bronx Park Ease pop-up,,Mobile Unit,Play,55,
,Ingrid Tafe,09/01/2022 03:00:00 PM,Bronx,,Williamsbridge Oval Park,Track and Field,,--None--,--None--,8,
,,09/01/2022 07:30:00 PM,Queens,,Rainey Park,Movies Under The Stars: Batman Forever,,Mobile Unit,M.U.T.S,105,
,,09/01/2022 08:00:00 PM,Brooklyn,,McCarren Park,Movies Under the Stars: Bob's Burgers: The Movie,,Mobile Unit,M.U.T.S,121,
,,09/01/2022 08:30:00 PM,Bronx,,Bloomingdale Park,Movies Under the Stars: Paw Patrol,,Mobile Unit,M.U.T.S,40,
,Ana Torres,09/02/2022 11:00:00 AM,Bronx,,Williamsbridge Oval Park,Volleyball,,Sport,Volleyball,4,
,Bronx River Alliance,09/02/2022 11:39:00 AM,Bronx,,Starlight Park,Movies Under the Stars: Luca,,Mobile Unit,M.U.T.S,100,
,The New York City Department of Cultural Affairs,09/02/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Park,Ray Martinez Legacy Concert,,Arts/Culture,Music,65,
,Ana Torres,09/02/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Park,Getting Artsy,,Arts/Culture,--None--,2,
,,09/02/2022 06:00:00 PM,Manhattan,,Bennett Park,Play Mobile: Bennett Park,,Mobile Unit,Play,25,
,,09/02/2022 07:30:00 PM,Queens,,Almeda Playground,Movies Under The Stars: Encanto,,Mobile Unit,M.U.T.S,70,
,,09/02/2022 08:30:00 PM,Manhattan,,Gertrude Ederle Recreation Center,Movies Under The Stars: Zootopia,,Mobile Unit,M.U.T.S,87,
,,09/02/2022 08:30:00 PM,Manhattan,,De Witt Clinton Park,Movies Under the Stars: Ron's Gone Wrong,,Mobile Unit,M.U.T.S,75,
,,09/03/2022 06:00:00 PM,Manhattan,,Marcus Garvey Park,Play Mobile: Marcus Garvey Park,,Mobile Unit,Play,49,
,,09/03/2022 07:30:00 PM,Queens,,Police Office Edward Byrne Park,Movies Under The Stars: Raya and the Last Dragon,,Mobile Unit,M.U.T.S,65,
,,09/03/2022 08:30:00 PM,Staten Island,,Franklin D. Roosevelt Boardwalk and Beach,Movies Under the Stars: Grease,,Mobile Unit,M.U.T.S,96,
,,09/03/2022 08:30:00 PM,Manhattan,,J. Hood Wright Park,Movies Under the Stars: In the Heights,,Mobile Unit,M.U.T.S,325,
,,09/04/2022 07:30:00 PM,Queens,,Judge Moses Weinstein Playground,Movies Under The Stars: Luca,,Mobile Unit,M.U.T.S,160,
,,09/05/2022 07:30:00 PM,Queens,,Corona Golf Playground,Movies Under The Stars: Cruella,,Mobile Unit,M.U.T.S,0,
,,09/06/2022 11:41:00 AM,Bronx,,Kwame Ture Recreation Center,Movies Under the Stars: Spider-Man: No Way Home,,Mobile Unit,M.U.T.S,0,
,,09/06/2022 07:30:00 PM,Queens,,Archie Spigner Park,Movies Under The Stars: Soul,,Mobile Unit,M.U.T.S,0,
,Ingrid Tafe,09/07/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,--None--,--None--,5,
,,09/07/2022 06:00:00 PM,Manhattan,,Sara D. Roosevelt Park,Play Mobile: Sara D Rooseveldt Park,,Mobile Unit,Play,20,
,,09/07/2022 08:00:00 PM,Manhattan,,Luther Gulick Park,Movies Under The Stars: The Goonies,,Mobile Unit,M.U.T.S,79,
,,09/07/2022 08:30:00 PM,Manhattan,,Luther Gulick Park,Movies Under the Stars: The Goonies,,Mobile Unit,Fitness,79,
,,09/08/2022 11:42:00 AM,Bronx,,Wendell Foster  Park,Movies Under the Stars: DOG,,Mobile Unit,M.U.T.S,75,
,,09/08/2022 06:00:00 PM,Manhattan,,Gutenberg Playground,Play Mobile: Gutenburg Playground,,Mobile Unit,Play,60,
,,09/08/2022 08:00:00 PM,Brooklyn,,Brownsville Recreation Center,Movies Under the Stars: Love and Basketball,,Mobile Unit,M.U.T.S,174,
,,09/08/2022 08:30:00 PM,Manhattan,,Booker T. Washington Playground,Movies Under the Stars: Free Guy,,Mobile Unit,M.U.T.S,35,
,CM Farias,09/09/2022 11:43:00 AM,Bronx,,Soundview Park,Movies Under the Stars: Spider-Man: No Way Home,,Mobile Unit,M.U.T.S,75,
,,09/09/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Park,Track and Field,,--None--,--None--,6,
,Ingrid Tafe,09/09/2022 05:44:00 PM,Bronx,,Williamsbridge Oval Park,Active Reader,,--None--,--None--,5,
,,09/09/2022 06:00:00 PM,Manhattan,,St. Vartans Park,Play Mobile: St Vartans Park,,Mobile Unit,Play,129,
,,09/09/2022 07:30:00 PM,Queens,,The Painter's Playground,Movies Under The Stars: Soul,,Mobile Unit,M.U.T.S,85,
,,09/09/2022 08:00:00 PM,Brooklyn,,Herbert Von King Park,Movies Under the Stars: Soul Food,,Mobile Unit,M.U.T.S,21,
,CM Borelli,09/09/2022 08:00:00 PM,Staten Island,,Seaside Wildlife Nature Park,Movies Under the Stars: Sonic 2,,Mobile Unit,M.U.T.S,175,
,,09/09/2022 08:30:00 PM,Manhattan,,Gertrude Ederle Recreation Center,Movies Under the Stars: Moana,,Mobile Unit,M.U.T.S,200,
,,09/09/2022 08:30:00 PM,Manhattan,,Henry M. Jackson Playground,Movies Under the Stars: Shang-Chi and the Legend of the Ten Rings,,Mobile Unit,M.U.T.S,125,
,,09/10/2022 11:44:00 AM,Bronx,,Ferry Point Park,Movies Under the Stars: Fatherhood,,Mobile Unit,M.U.T.S,10,
,,09/10/2022 01:02:00 PM,Bronx,,Williamsbridge Oval Recreation Center,WBO Back to School,,Academics/Out of School Time,Play,350,
,,09/10/2022 08:00:00 PM,Staten Island,,Faber Park Recreation Center,Movies Under the Stars: The Secrets of Dumbledore,,Mobile Unit,M.U.T.S,65,
,,09/10/2022 08:30:00 PM,Brooklyn,,Commodore Barry Park,Movies Under the Stars: Ghostbusters: Afterlife,,Mobile Unit,M.U.T.S,29,
,,09/13/2022 11:41:00 AM,Bronx,,Williamsbridge Oval Park,Active Reader,,--None--,--None--,,
,,09/14/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,--None--,--None--,,
,Ana Torres,09/14/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Transformation Art,,Arts/Culture,Lecture/Panel/Talk,3,
,,09/14/2022 06:00:00 PM,Manhattan,,Tompkins Square Park,Play Mobile: Tompkins Square Park,,Mobile Unit,Play,43,
,,09/14/2022 08:00:00 PM,Manhattan,,Corlears Hook Park,Movies Under the Stars: Ghostbusters: Afterlife,,Mobile Unit,M.U.T.S,115,
,Brigitte Lozada,09/15/2022 11:00:00 AM,Bronx,,Williamsbridge Oval Recreation Center,Big Games,,Arts/Culture,Lecture/Panel/Talk,9,
,Brigitte Lozada,09/15/2022 11:00:00 AM,Bronx,,Williamsbridge Oval Recreation Center,Big Games,,Arts/Culture,Lecture/Panel/Talk,9,
,Friends of Seton Falls,09/15/2022 01:00:00 PM,Bronx,,Seton Falls Park,Playmobile/ After School Pop-Up,,Mobile Unit,Play,100,
,,09/15/2022 06:00:00 PM,Manhattan,,Jackie Robinson Park,Play Mobile: Jackie Robinson Park,,Mobile Unit,Play,60,
,,09/15/2022 08:00:00 PM,Manhattan,,Augustus St. Gaudens Playground,Movies Under the Stars: Death on the Nile,,Mobile Unit,M.U.T.S,80,
,Andy King,09/16/2022 10:00:00 AM,Bronx,,Agnes Haywood Playground,Playmobile/ Back to School Event,,Mobile Unit,Play,350,
,DOH,09/16/2022 10:00:00 AM,Bronx,,Walter Gladwin Park,Playmobile/ Fall Health Festival,,Mobile Unit,Play,400,
,,09/16/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Park,Track and Field,,--None--,--None--,0,
,,09/16/2022 06:00:00 PM,Manhattan,,Arsenal Central Park,Play Mobile: Gertrude Ederle Park,,Mobile Unit,Play,100,
,,09/16/2022 07:00:00 PM,Manhattan,,Fred Samuel Playground,Movies Under the Stars: The Bad Guys,,Mobile Unit,M.U.T.S,125,
,Friends of Cunningham Park/Mark Hagan,09/16/2022 07:00:00 PM,Queens,,Cunningham Park,Movies Under The Stars: Stand and Deliver,,Mobile Unit,M.U.T.S,60,
,,09/16/2022 07:30:00 PM,Brooklyn,,McCarren Park,Movies Under the Stars: In the Heights,,Mobile Unit,M.U.T.S,248,
,,09/16/2022 08:00:00 PM,Manhattan,,Gertrude Ederle Recreation Center,Movies Under the Stars: Sonic The Hedgehog 2,,Mobile Unit,M.U.T.S,165,
,CM Borelli,09/16/2022 08:00:00 PM,Staten Island,,Bloomingdale Park,Movies Under the Stars: Encanto,,Mobile Unit,M.U.T.S,216,
,"council member Feliz: Hope For All: Literacy Inc,:",09/17/2022 12:00:00 PM,Bronx,,Poe Park Visitor Center,Back To School -Family Fun: Feature Batman,,Family Festival,Music,687,
,Bronx Heroes Comics; D.C. and Marvel Comics,09/17/2022 01:00:00 PM,Bronx,,Poe Park Visitor Center,Batman: Bill Finger and Beyond Showcase Reception,,Arts/Culture,Lecture/Panel/Talk,175,
,,09/17/2022 02:00:00 PM,Bronx,,Wendell Foster  Park,Playmobile: Mullaly Renaming,,Mobile Unit,Play,4,
,Victor The Play write,09/17/2022 04:00:00 PM,Bronx,,Poe Park Visitor Center,T.R.U.T.H.,,Performance,Music,15,
,,09/17/2022 04:11:00 PM,Staten Island,,Silver Lake Park,Movies Under the Stars: Boss Baby 2,,Mobile Unit,M.U.T.S,78,
,Mariners Temple,09/17/2022 06:00:00 PM,Manhattan,,Arsenal Central Park,Play Mobile: Mariners Temple Street Fair,,Mobile Unit,Play,100,
,,09/17/2022 07:00:00 PM,Queens,,Paul Raimonda Playground,Movies Under The Stars: Lightyear,,Mobile Unit,M.U.T.S,150,
,,09/17/2022 07:30:00 PM,Bronx,,Sunset Park,Movies Under the Stars: West Side Story,,Mobile Unit,M.U.T.S,411,
,,09/17/2022 08:00:00 PM,Manhattan,,Morningside Park,Movies Under the Stars: West Side Story,,Mobile Unit,M.U.T.S,150,
,,09/18/2022 04:47:00 PM,Bronx,,Bushwick Inlet Park,Movies Under the Stars: Cyrano,,Mobile Unit,M.U.T.S,171,
,,09/20/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,12,
,Bronx Recreation,09/21/2022 10:00:00 AM,Bronx,,Williamsbridge Oval Park,Zumba with GiGi,,Fitness,Dance,23,
,Ingrid Tafe,09/21/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Active Reader,,Academics/Out of School Time,Lecture/Panel/Talk,21,
,,09/21/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,10,
,Ingrid Tafe,09/21/2022 03:47:00 PM,Bronx,,Williamsbridge Oval Park,Family Fitness,,Fitness,Various Sports,16,
,,09/21/2022 08:00:00 PM,Manhattan,,Matthew P. Sapolin Playground,Movies Under The Stars: The 355,,Mobile Unit,M.U.T.S,55,
,Bronx Recreation,09/22/2022 11:30:00 AM,Bronx,,Bronx Borough Office - Ranaqua,Ranaqua/ Zumba with GiGi,,Fitness,Dance,7,
,,09/22/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,5,
,,09/22/2022 08:00:00 PM,Manhattan,,Blake Hobbs Playground,Movies Under The Stars: Jungle Cruise,,Mobile Unit,M.U.T.S,15,
,,09/23/2022 11:00:00 AM,Bronx,,Arsenal Central Park,Recycled Bottle Painting,,Arts/Culture,Awards,1,
,PfP - Guiliani Lopez,09/23/2022 07:00:00 PM,Queens,,Evergreen Park,Movies Under The Stars: The Bad Guys,,Mobile Unit,M.U.T.S,150,
,,09/23/2022 07:00:00 PM,Manhattan,,Amelia Gorman Park,Movies Under the Stars: Encanto,,Mobile Unit,M.U.T.S,35,
,,09/23/2022 08:00:00 PM,Manhattan,,Gertrude Ederle Recreation Center,Movies Under the Stars: Encanto,,Mobile Unit,M.U.T.S,75,
,CM Borelli,09/23/2022 08:00:00 PM,Staten Island,,Lemon Creek Park,Movies Under the Stars: Sing 2,,Mobile Unit,M.U.T.S,0,
,Green Thumb,09/24/2022 10:00:00 AM,Bronx,,Saw Mill Playground,Playmobile Green Thumb Harvest Festival,,Mobile Unit,Play,"1,500",
,TRUTH,09/24/2022 04:00:00 PM,Bronx,,Poe Park Visitor Center,T.R.U.T.H.,,Performance,Music,10,
,,09/24/2022 04:00:00 PM,Brooklyn,,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,67,
,Hope Center Harlem,09/24/2022 06:00:00 PM,Manhattan,,Arsenal Central Park,Play Mobile: Hope and wellness Fair,,Mobile Unit,Play,430,
,,09/24/2022 06:00:00 PM,Bronx,,Half-Nelson Playground,movies under the stars,,Mobile Unit,M.U.T.S,30,
,,09/24/2022 07:00:00 PM,Queens,,Lawrence Virgililo Playground,Movies Under The Stars: Encanto,,Mobile Unit,M.U.T.S,130,
,,09/24/2022 08:00:00 PM,Staten Island,,Greenbelt Recreation Center,Movies Under the Stars: Fast and Furious F9,,Mobile Unit,M.U.T.S,56,
,,09/24/2022 08:00:00 PM,Manhattan,,Courtney Callender Playground,Movies Under the Stars: Sonic The Hedgehog 2,,Mobile Unit,M.U.T.S,90,
,,09/25/2022 07:00:00 PM,Queens,,Bayswater Park,Movies Under The Stars: Sing 2,,Mobile Unit,M.U.T.S,13,
,Ingrid Tafe,09/26/2022 09:43:00 AM,Bronx,,Williamsbridge Oval Park,Track and Field,,--None--,--None--,10,
,,09/26/2022 07:00:00 PM,Queens,,Crocheron Park,Movies Under The Stars: Grease,,Mobile Unit,M.U.T.S,70,
,,09/26/2022 07:00:00 PM,Brooklyn,,Maria Hernandez Park,Movies Under the Stars: Vivo,,Mobile Unit,M.U.T.S,191,
,Ingrid Tafe,09/27/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Active Reader,,--None--,--None--,16,
,,09/27/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,15,
,,09/27/2022 03:40:00 PM,Queens,,Astoria Heights Playground,,,--None--,--None--,,
,,09/27/2022 06:13:00 PM,Manhattan,,Seward Park,KIM: Seward Park,,--None--,--None--,350,
,Ingrid Tafe,09/28/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,--None--,--None--,15,
,Bronx Recreation,09/28/2022 01:00:00 PM,Bronx,,Kwame Ture Recreation Center,Zumba with GiGi,,Fitness,Dance,0,
,,09/28/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,16,
,,09/28/2022 03:00:00 PM,Bronx,,Poe Park Visitor Center,Recycled Bottle Painting,,Arts/Culture,Awards,3,
,,09/28/2022 06:13:00 PM,Manhattan,,Seward Park,KIM: Seward Park,,--None--,--None--,280,
,Bronx Recreation,09/29/2022 10:00:00 AM,Bronx,,Bronx Borough Office - Ranaqua,Zumba with GiGi,,Fitness,Dance,3,
,,09/29/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,14,
,,09/29/2022 06:13:00 PM,Manhattan,,Seward Park,KIM: Seward Park,,--None--,--None--,300,
,,09/29/2022 08:00:00 PM,Manhattan,,Eugene McCabe Field,Movies Under The Stars: Judas and the Black Messiah,,Mobile Unit,M.U.T.S,10,
,,09/30/2022 06:13:00 PM,Manhattan,,Seward Park,KIM: Seward Park,,--None--,--None--,250,
,,09/30/2022 06:30:00 PM,Bronx,,Sunset Park,Movies Under the Stars: The Green Ghost and the Masters of the Stone,,Mobile Unit,M.U.T.S,56,
,Councilmember Sandra Ung,09/30/2022 07:00:00 PM,Queens,,Kissena Park,Movies Under The Stars: Encanto,,Mobile Unit,M.U.T.S,110,
,,09/30/2022 07:30:00 PM,Brooklyn,,Sunset Park,Movies Under the Stars: Green Ghost and the Masters of the Stone,,Mobile Unit,M.U.T.S,57,
,,09/30/2022 08:00:00 PM,Manhattan,,Sara D. Roosevelt Park,Movies Under The Stars: Spider-Man: No Way Home,,Mobile Unit,M.U.T.S,149,
,,09/30/2022 08:00:00 PM,Manhattan,,Highbridge Recreation Center,Movies Under the Stars: Encanto,,Mobile Unit,M.U.T.S,75,
,CM Borelli,09/30/2022 08:00:00 PM,Staten Island,,Conference House Park,Movies Under the Stars: Hocus Pocus,,Mobile Unit,M.U.T.S,247,
,,10/01/2022 12:00:00 PM,Bronx,,St. James Park,Bronx Fit Fest,,Fitness,Various Sports,0,
,Ana Torres,10/01/2022 12:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Saturday family art,,Arts/Culture,Lecture/Panel/Talk,1,
,,10/01/2022 04:00:00 PM,Brooklyn,,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,95,
,,10/01/2022 07:00:00 PM,Queens,,Archie Spigner Park,Movies Under The Stars: Soul,,Mobile Unit,M.U.T.S,0,
,,10/01/2022 07:00:00 PM,Bronx,,Prospect Playground,Movies Under the Stars: Monster House,,Mobile Unit,M.U.T.S,0,
,,10/01/2022 07:30:00 PM,Staten Island,,Silver Lake Park,Movies Under the Stars: Remember the Titans,,Mobile Unit,M.U.T.S,0,
,,10/01/2022 08:00:00 PM,Manhattan,,Alexander Hamilton Playground,Movies Under the Stars: Minions: The Rise of Gru,,Mobile Unit,M.U.T.S,,
,,10/02/2022 06:30:00 PM,Brooklyn,,Carroll Park,Movies Under the Stars: Fantastic Beasts: The Secrets of Dumbledore,,Mobile Unit,M.U.T.S,0,
,Ana Torres,10/04/2022 11:30:00 AM,Bronx,,Williamsbridge Oval Park,School program,,Arts/Culture,Awards,10,
,,10/04/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,0,
,,10/04/2022 07:00:00 PM,Queens,,Broad Channel Park,Movies Under The Stars: Hotel Transylvania,,Mobile Unit,M.U.T.S,0,
,Brigitte Lozada,10/05/2022 12:00:00 PM,Bronx,,Williamsbridge Oval Park,Aspire to inspire,,--None--,--None--,5,
,,10/05/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,10,
,Pamela Coleman,10/05/2022 06:30:00 PM,Bronx,,Williamsbridge Oval Park,Learn Basic Quilting,,Arts/Culture,Lecture/Panel/Talk,0,
,Bronx Recreation,10/06/2022 11:30:00 AM,Bronx,,Bronx Borough Office - Ranaqua,Zumba with GiGi,,Fitness,Dance,13,
,Bronx Recreation,10/06/2022 02:44:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Zumba with GiGi,,Fitness,Dance,6,
,,10/06/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Sports: Flag Football,,Sport,Flag Football,8,
,,10/06/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,6,
,Pamela Coleman,10/06/2022 06:30:00 PM,Bronx,,Williamsbridge Oval Park,Line Dancing,,Fitness,Dance,0,
,,10/06/2022 08:00:00 PM,Manhattan,,Mathews-Palmer Playground,Movies Under the Stars: Singin' in the Rain,,Mobile Unit,M.U.T.S,45,
,,10/07/2022 12:00:00 PM,Manhattan,,Highbridge Recreation Center,Silent Disco at Highbridge,,Arts/Culture,Dance,24,
,,10/07/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Patchwork Quilting,,Arts/Culture,Lecture/Panel/Talk,0,
,,10/07/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,12,
,,10/07/2022 06:30:00 PM,Brooklyn,,Marine Park,Movies Under the Stars: Jurassic World: Dominion,,Mobile Unit,M.U.T.S,21,
,,10/07/2022 07:00:00 PM,Bronx,,St. Mary's Park,Movies Under the Stars: Boo! Madea Halloween,,Mobile Unit,M.U.T.S,35,
,NYPD 106th - Brenda Reddick,10/07/2022 07:00:00 PM,Queens,,Frederick B. Judge Playground,Movies Under The Stars: Shang-Chi,,Mobile Unit,M.U.T.S,13,
,,10/07/2022 07:30:00 PM,Manhattan,,Thomas Jefferson Park,Movies Under the Stars: The Bad Guys,,Mobile Unit,M.U.T.S,30,
,,10/07/2022 07:30:00 PM,Staten Island,,Arrochar Playground,Movies Under the Stars: Minions Rise of Gru,,Mobile Unit,M.U.T.S,76,
