PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,YEAR,QUARTER
BUSHWICK INLET PARK,BROOKLYN,9.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HENRY HUDSON PARK,BRONX,8.972,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FRANK PRINCIPE PARK,QUEENS,8.899,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CASTLE HILL PARK,BRONX,8.834,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ROCHDALE PARK,QUEENS,8.833,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ABE STARK SKATING RINK,BROOKLYN,8.807,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CITY HALL PARK,MANHATTAN,8.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
EAST RIVER WATERFRONT ESPLANADE,MANHATTAN,8.761,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CROTONA PARKWAY MALLS,BRONX,8.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CONEY ISLAND CREEK PARK,BROOKLYN,8.663,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MILL ROCK PARK,MANHATTAN,8.639,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST,MANHATTAN,8.595,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JOHN J CARTY PARK,BROOKLYN,8.565,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
COFFEY PARK,BROOKLYN,8.271,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BARRETT PARK,STATEN ISLAND,8.108,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RAINEY PARK QUEENS,QUEENS,8.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LAGUARDIA LANDING LIGHTS,QUEENS,8.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CITY ISLAND WETLANDS,BRONX,8.005,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SARA D. ROOSEVELT PARK,MANHATTAN,7.85,ONE ACRE OR LARGER,0,0,1,2,0,2,0,5,2022,q2
EWEN PARK,BRONX,7.84,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HERBERT VON KING PARK,BROOKLYN,7.819,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
MOUNT PROSPECT PARK,BROOKLYN,7.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RAINEY PARK BRONX,BRONX,7.738,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DETECTIVE KEITH L WILLIAMS PARK,QUEENS,7.683,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FLUSHING FIELDS,QUEENS,7.671,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PALMER INLET,BRONX,7.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MIDLAND FIELD,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SCHMUL PARK,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BRIDGE PARK BRONX,BRONX,7.156,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BEACH 30TH STREET PLAYGROUND,QUEENS,7.122,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BROWER PARK,BROOKLYN,7.047,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2,2022,q2
JOYCE KILMER PARK,BRONX,6.882,ONE ACRE OR LARGER,1,0,0,0,0,0,0,1,2022,q2
MARIA HERNANDEZ PARK,BROOKLYN,6.873,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
THE HIGH LINE,MANHATTAN,6.73,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2,2022,q2
LINDOWER PARK,BROOKLYN,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FRIENDS FIELD,BROOKLYN,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
J. HOOD WRIGHT PARK,MANHATTAN,6.699,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WNYC TRANSMITTER PARK,BROOKLYN,6.611,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SPUYTEN DUYVIL SHOREFRONT PARK,BRONX,6.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PARK AVENUE MALLS,MANHATTAN,6.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WESTWOOD PARK,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNION SQUARE PARK,MANHATTAN,6.51,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3,2022,q2
CONCRETE PLANT PARK,BRONX,6.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
COL. YOUNG PLAYGROUND,MANHATTAN,6.423,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BRADYS POND PARK,STATEN ISLAND,6.402,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
COOPER PARK,BROOKLYN,6.401,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GRAVESEND PARK,BROOKLYN,6.379,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DR. CHARLES R. DREW PARK,QUEENS,6.336,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TRINITY PARK,BROOKLYN,6.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MADISON SQUARE PARK,MANHATTAN,6.234,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3,2022,q2
ELMHURST PARK,QUEENS,6.219,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FORT HAMILTON ATHLETIC FIELD,BROOKLYN,6.194,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
AMBROSINI FIELD,BRONX,6.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CLEARVIEW PARK,QUEENS,6.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RALPH DEMARCO PARK,QUEENS,6.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WINGATE PARK,BROOKLYN,5.888,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE,STATEN ISLAND,5.848,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DE WITT CLINTON PARK,MANHATTAN,5.829,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNNAMED PARK ON BOUNDARY AVENUE,STATEN ISLAND,5.765,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
VAN VOORHEES PARK,BROOKLYN,5.739,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HALLETS COVE PLAYGROUND,QUEENS,5.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MCKINLEY PARK,BROOKLYN,5.655,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SOUTHERN FIELDS,QUEENS,5.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DEVOE PARK,BRONX,5.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ST. MICHAEL'S PLAYGROUND,QUEENS,5.43,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
MAFERA PARK,QUEENS,5.4,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2,2022,q2
KENNEDY PLAYGROUND,QUEENS,5.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SEAGIRT AVE WETLANDS,QUEENS,5.323,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JOHN PAUL JONES PARK,BROOKLYN,5.317,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WALKER PARK,STATEN ISLAND,5.278,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
OLD PLACE CREEK PARK,STATEN ISLAND,5.233,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HOOVER - MANTON PLAYGROUNDS,QUEENS,5.2,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
GEN. DOUGLAS MACARTHUR PARK,STATEN ISLAND,5.165,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GROVER CLEVELAND PLAYGROUND,QUEENS,5.1,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
POLICE OFFICER EDWARD BYRNE PARK,QUEENS,4.966,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CYPRESS HILLS PLAYGROUND,BROOKLYN,4.947,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SETH LOW PLAYGROUND/ BEALIN SQUARE,BROOKLYN,4.945,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
KELLY PARK,BROOKLYN,4.896,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
SOCRATES SCULPTURE PARK,QUEENS,4.893,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BEACH 9 PLAYGROUND,QUEENS,4.863,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SOUTH BEACH WETLANDS,STATEN ISLAND,4.794,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NAPLES PLAYGROUND,STATEN ISLAND,4.784,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RAOUL WALLENBERG FOREST,BRONX,4.73,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WEST HARLEM PIERS,MANHATTAN,4.712,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SPORTS PARK,STATEN ISLAND,4.647,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WASHINGTON'S WALK,BRONX,4.637,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CAMBRIA PLAYGROUND,QUEENS,4.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MARCONI PARK,QUEENS,4.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
VALENTINO PIER,BROOKLYN,4.525,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GRANITEVILLE QUARRY PARK,STATEN ISLAND,4.465,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MONTBELLIER PARK,QUEENS,4.427,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
QUARRY BALLFIELDS,BRONX,4.417,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RICHMAN (ECHO) PARK,BRONX,4.385,ONE ACRE OR LARGER,0,0,1,1,1,0,0,3,2022,q2
JEROME PARK,BRONX,4.359,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CORLEARS HOOK PARK,MANHATTAN,4.355,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
"PHIL ""SCOOTER"" RIZZUTO PARK",QUEENS,4.353,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ASPHALT GREEN,MANHATTAN,4.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FABER POOL AND PARK,STATEN ISLAND,4.339,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MACHATE CIRCLE,BROOKLYN,4.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HAMILTON FISH PARK,MANHATTAN,4.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TIFFANY STREET PIER,BRONX,4.231,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
KINGDOM POND PARK,STATEN ISLAND,4.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
COLUMBUS PARK BROOKLYN,BROOKLYN,4.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
STAPLETON PLAYGROUND,STATEN ISLAND,4.096,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
STERNBERG PARK,BROOKLYN,4.044,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
COLUCCI PLAYGROUND,BRONX,4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NORTHERLEIGH PARK,STATEN ISLAND,3.955,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
STUYVESANT SQUARE,MANHATTAN,3.928,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
LAST CHANCE POND PARK,STATEN ISLAND,3.903,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FORDHAM LANDING PLAYGROUND,BRONX,3.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CHELSEA PARK,MANHATTAN,3.9,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3,2022,q2
NORTH 5TH STREET PIER AND PARK,BROOKLYN,3.882,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HAGGERTY PARK,QUEENS,3.867,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JACOB H. SCHIFF PLAYGROUND,MANHATTAN,3.852,ONE ACRE OR LARGER,0,0,0,2,0,0,0,2,2022,q2
GRANT PARK,BRONX,3.85,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
EAST ELMHURST PLAYGROUND,QUEENS,3.827,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JOSEPH AUSTIN PLAYGROUND,QUEENS,3.814,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD,QUEENS,3.809,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LINCOLN CENTER PLAZA,MANHATTAN,3.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
INGRAM WOODS,STATEN ISLAND,3.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FARM PLAYGROUND,QUEENS,3.757,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HINTON PARK,QUEENS,3.735,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LOUIS PASTEUR PARK,QUEENS,3.673,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WHITEY FORD FIELD,QUEENS,3.622,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
POMONOK PLAYGROUND,QUEENS,3.596,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CLAWSON PLAYGROUND,STATEN ISLAND,3.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BENNETT REST,MANHATTAN,3.567,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GOVERNOR SMITH PLAYGROUND,BRONX,3.564,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PAERDEGAT PARK,BROOKLYN,3.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
AMERSFORT PARK,BROOKLYN,3.557,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CITY LINE PARK,BROOKLYN,3.552,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BAILEY PLAYGROUND,BRONX,3.533,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NAUTILUS PLAYGROUND QUEENS,QUEENS,3.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
VINMONT VETERAN PARK,BRONX,3.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MCDONALD PLAYGROUND BROOKLYN,BROOKLYN,3.485,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
THE OLDE TOWNE OF FLUSHING BURIAL GROUND,QUEENS,3.474,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WEGENER PARK,STATEN ISLAND,3.464,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 89TH TO OLD BEACH 88TH STREET,QUEENS,3.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JULIO CARBALLO FIELDS,BRONX,3.428,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GRADY PLAYGROUND,BROOKLYN,3.403,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ST. MICHAEL'S PARK,QUEENS,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BREININGER PARK,QUEENS,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CO-OP CITY FIELD,BRONX,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GREENWOOD PLAYGROUND,BROOKLYN,3.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ST. ANDREW'S PLAYGROUND,BROOKLYN,3.38,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
SEWARD PARK,MANHATTAN,3.361,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
BEHAGEN PLAYGROUND,BRONX,3.348,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DUGAN PLAYGROUND,STATEN ISLAND,3.333,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
EVERGREEN PARK,QUEENS,3.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JOHN JAY PARK,MANHATTAN,3.312,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNIVERSITY WOODS,BRONX,3.306,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WATSON GLEASON PLAYGROUND,BRONX,3.301,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TOTTENVILLE POOL,STATEN ISLAND,3.259,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
VITO LOCASCIO FIELD,QUEENS,3.258,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CALLAHAN-KELLY PLAYGROUND,BROOKLYN,3.253,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JUDGE MOSES WEINSTEIN PLAYGROUND,QUEENS,3.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
COLUMBUS PARK AT MANHATTAN,MANHATTAN,3.233,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2,2022,q2
GREENCROFT PLAYGROUND,STATEN ISLAND,3.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SARATOGA PARK,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SCARANGELLA PARK,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2,2022,q2
BILL BROWN PLAYGROUND,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JAMAICA PLAYGROUND,QUEENS,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NOBLE PLAYGROUND,BRONX,3.21,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
MARCY PLAYGROUND,BROOKLYN,3.201,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LYONS POOL,STATEN ISLAND,3.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WAYANDA PARK,QUEENS,3.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
AMERICAN VETERANS MEMORIAL PIER,BROOKLYN,3.169,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HOLCOMBE RUCKER PARK,MANHATTAN,3.125,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JESSE OWENS PLAYGROUND,BROOKLYN,3.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
EAST RIVER WALK,MANHATTAN,3.089,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PARK OF THE AMERICAS,QUEENS,3.076,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
BROOKLYN HEIGHTS PROMENADE,BROOKLYN,3.035,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
J.J. BYRNE PLAYGROUND,BROOKLYN,3.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HERO PARK,STATEN ISLAND,3.024,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NOSTRAND PLAYGROUND,BROOKLYN,3.023,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FORT INDEPENDENCE PLAYGROUND,BRONX,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BROWNSVILLE PLAYGROUND,BROOKLYN,3.017,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
GRANDVIEW PLAYGROUND,STATEN ISLAND,3.014,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LAWRENCE VIRGILIO PLAYGROUND,QUEENS,3.009,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JACOB JOFFE FIELDS,BROOKLYN,2.984,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CLASSON PLAYGROUND AT CLASSON AVENUE & KENT,BROOKLYN,2.982,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UTOPIA PLAYGROUND,QUEENS,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BATH BEACH PARK,BROOKLYN,2.964,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GLEN OAKS OVAL,QUEENS,2.948,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
POSEIDON PLAYGROUND,BROOKLYN,2.944,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MERRIAM PLAYGROUND,BRONX,2.944,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
ROBERT E. VENABLE PARK,BROOKLYN,2.939,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LEFFERTS PLAYGROUND,QUEENS,2.937,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WALT WHITMAN PARK,BROOKLYN,2.913,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WESTERLEIGH PARK,STATEN ISLAND,2.889,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PETERS FIELD,QUEENS,2.872,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DELPHIN H. GREENE PLAYGROUND,QUEENS,2.861,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HOFFMAN PARK,QUEENS,2.857,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2,2022,q2
MARKHAM PLAYGROUND,STATEN ISLAND,2.836,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SPERANDEO BROTHERS PLAYGROUND,BROOKLYN,2.799,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,BROOKLYN,2.783,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
IRVING SQUARE PARK,BROOKLYN,2.76,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
ST. VARTAN PARK,MANHATTAN,2.759,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RAVENSWOOD PLAYGROUND,QUEENS,2.758,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GORMAN PLAYGROUND,QUEENS,2.755,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LOUIS CUVILLIER PARK,MANHATTAN,2.752,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GRACE PLAYGROUND,BROOKLYN,2.744,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GREEN CENTRAL KNOLL,BROOKLYN,2.741,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DETECTIVE WILLIAM T. GUNN PARK,QUEENS,2.719,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HOLY COW PLAYGROUND,QUEENS,2.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BAYSIDE FIELDS,QUEENS,2.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HICKMAN PLAYGROUND,BROOKLYN,2.656,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ARBUTUS WOODS PARK,STATEN ISLAND,2.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
STARS & STRIPES PLAYGROUND,BRONX,2.646,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
P.O. SERRANO PLAYGROUND,BRONX,2.618,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
COLEMAN PLAYGROUND,MANHATTAN,2.61,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
MARGARET I. CARMAN GREEN - WEEPING BEECH,QUEENS,2.6,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
KATHY REILLY TRIANGLE,BROOKLYN,2.589,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RIVERDALE PLAYGROUND,BRONX,2.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MARIE CURIE PARK,QUEENS,2.552,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
EDENWALD PLAYGROUND,BRONX,2.537,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
THOMAS GREENE PLAYGROUND,BROOKLYN,2.525,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MURRAY PLAYGROUND,QUEENS,2.524,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BIG BUSH PARK,QUEENS,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BATHGATE PLAYGROUND,BRONX,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JOSEPH RODMAN DRAKE PARK,BRONX,2.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
INDEPENCE PARK SYLVAN GROVE CEMETERY,STATEN ISLAND,2.476,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
